category_id,category_name,parent_id,parent_name,root_id,root_name,path
28767,"Clarke County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Clarke County, MS"
600,"Clay County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Clay County, MS"
597,"Coahoma County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Coahoma County, MS"
28770,"Copiah County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Copiah County, MS"
28771,"Covington County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Covington County, MS"
596,"De Soto County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > De Soto County, MS"
28773,"Forrest County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Forrest County, MS"
28774,"Franklin County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Franklin County, MS"
28775,"George County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > George County, MS"
28776,"Greene County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Greene County, MS"
594,"Grenada County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Grenada County, MS"
28778,"Hancock County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Hancock County, MS"
28779,"Harrison County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Harrison County, MS"
28780,"Hinds County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Hinds County, MS"
592,"Holmes County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Holmes County, MS"
590,"Humphreys County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Humphreys County, MS"
28783,"Issaquena County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Issaquena County, MS"
588,"Itawamba County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Itawamba County, MS"
28785,"Jackson County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Jackson County, MS"
28786,"Jasper County, MS",28755,Counties,3008,U.S. Regional Data,"U.S. Regional Data > States > Mississippi > Counties > Jasper County, MS"
